"year_of_first_job","industry","school_graduated","sex","monthly_salary_unadjusted","cumulative_inflation","monthly_salary_adjusted","offer_negotiated","other_details"
2018,"Telecomumunications","Polytechnic University of the Philippines - Manila","Male",30000,1.136,34080,"No",""
2018,"Utilities","N/A (Unspecified)","Male",19000,1.136,21584,"No",""
2020,"Other industries","University of the Philippines - Diliman","Male",32000,1.053,33696,"No",""
2017,"Academe & Education","UP System University","Male",45000,1.168,52560,"Yes","Salary is not the end goal, it is the service for the people and enlightening the students.

A decent salary which can provide our daily necessities is okay :D yeah"
2019,"Technology","Other universities","Female",29216.67,1.08,31554.0036,"No",""
2000,"Academe & Education","Other universities","Female",18000,2.231,40158,"No",""
2018,"Other industries","Other universities","Female",18000,1.136,20448,"Yes","18000 - Gross Salary

I negotiated from 15k
Lunch was provided by the company

I left because the company was pocketing our mandatory payment for Government benefits. In the I only got less than 13k monthly."
2014,"Media and Communication","University of Santos Tomas","Male",18000,1.234,22212,"No",""
2020,"Arts and Design","Ateneo de Manila University","Female",35000,1.053,36855,"No","International company"
2020,"Finance","University of the Philippines - Diliman","Male",35000,1.053,36855,"No","Networked to get the job, finance doesn't really pay as well as FMCG or Consulting (esp if you're in a local firm)"
2020,"Government","Other universities","Male",26754,1.053,28171.962,"No",""
2018,"Technology","Other universities","Male",18000,1.136,20448,"No",""
2021,"Healthcare","University of the Philippines - Diliman","Male",59000,1.026,60534,"No","WFH, American company"
2013,"Accounting","University of the Philippines - Diliman","Male",19500,1.265,24667.5,"No",""
2020,"Technology","University of Santos Tomas","Male",15000,1.053,15795,"No",""
2018,"Business Process Outsourcing","University of the Philippines - Diliman","Female",20000,1.136,22720,"No","With Engineering License"
2018,"Media and Communication","FEU System University","Female",23000,1.136,26128,"No","We get paid per episode and per program. I started with just 1 program Just after 2 months, i was able to work on 2 shows so i get almost twice my initial salary. Now I work on 3 shows + 1 show on the side. "
2018,"Accounting","Polytechnic University of the Philippines - Manila","Female",14000,1.136,15904,"No","I was a fresh grad but I gave a range of the starting salary of 15k-16k. "
2016,"Manufacturing","University of the Philippines - Diliman","Female",22000,1.183,26026,"No","Provincial rate, plant was located in Pampanga"
2020,"Other industries","Other universities","Male",27000,1.053,28431,"No","27k is gross salary, not yet taxed. Also does not include the benefits."
2020,"Business Process Outsourcing","Mapua University - Intramuros","Female",30000,1.053,31590,"Yes","It was a seasonal contract but I negotiated to be on probationary status for the Full-time position."
2016,"Media and Communication","Other universities","Female",15000,1.183,17745,"No","Employer is SGV"
2014,"Consulting","University of the Philippines - Diliman","Female",13500,1.234,16659,"No","Base Salary. No benefits, insurance, or COLA. "
2017,"Hospitality","University of the Philippines - Los Baños","Male",30000,1.168,35040,"No",""
2015,"Other industries","University of the Philippines - Diliman","Male",20000,1.191,23820,"No","Gross salary. Project-hire employee"
2017,"Academe & Education","University of the Philippines - Diliman","Male",17000,1.168,19856,"No","Budget for salaries is typically fixed, especially for government-funded projects or organizations, so there is no room for negotiation."
2019,"Media and Communication","Other universities","Female",16000,1.08,17280,"No",""
2015,"Telecomumunications","Other universities","Female",12000,1.191,14292,"Yes","Contract position, came with per diems"
2017,"Construction and Engineering","University of the Philippines - Diliman","Female",15000,1.168,17520,"No",""
2020,"Academe & Education","University of the Philippines - Diliman","Male",14000,1.053,14742,"No","Started as a trainee for said position for a month; afterwards had an increase on my salary by 500 pesos. The pandemic came in after, so the company decided to pay us depending on the number of hours we teach our students."
2015,"Advertising","University of the Philippines - Los Baños","Female",17000,1.191,20247,"No",""
2003,"Business Process Outsourcing","De La Salle University - Manila","Male",12000,1.982,23784,"No",""
2014,"Academe & Education","Ateneo System University","Male",18000,1.234,22212,"No",""
2021,"Government","University of the Philippines - Los Baños","Female",27000,1.026,27702,"No","PHP 27000 salary is gross pay with no benefits because I'm contractual worker (project based) at the government. This is the only government job I applied for. All private industrial positions I applied were rejected due to my ""high"" salary expected income (18k - 25k which was actually below the basic salary of my degree program). I graduated with a highly technical, scientific, and skill-based degree program. I'm over qualified for the the job (my employer acknowledged it) and was offered to be transferred to more appropriate job position once there's new opening. I'm just thankful that I got a job during pandemic. It opens you to more connections and experiences especially in adulting because it is really different out there in the working world. "
2018,"Law","Ateneo de Manila University","Male",57000,1.136,64752,"No",""
2019,"Academe & Education","N/A (Unspecified)","Not specified/Unclear",8000,1.08,8640,"Unspecified",""
2019,"Construction and Engineering","University of the Philippines - Diliman","Female",13000,1.08,14040,"No","Didn't negotiate cos the firm was so nice so it was learnings > compensation at that time plus I'm still an apprentice with no license (2 years ang apprenticeship). Got promoted to 16k within a year. Initial offer included VLs and SLs, also with pag-ibig, sss typical benefits na bawas sa sahod. "
2020,"Government","UP System University","Female",22316,1.053,23498.748,"No","Initially offered a higher salary grade but was apparently not qualified for the higher salary in spite of doing more tasks than someone who was given a higher salary. Contractual position, so no benefits. Lots of overtime because this was a job related to COVID-19 response."
2019,"Food","University of the Philippines - Diliman","Male",30000,1.08,32400,"No",""
2020,"Technology","University of the Philippines - Diliman","Male",62000,1.053,65286,"No",""
2017,"Oil and Gas","University of Santos Tomas","Male",17000,1.168,19856,"No",""
2018,"Retail","Ateneo de Manila University","Male",55000,1.136,62480,"No",""
2019,"Academe & Education","University of Santos Tomas","Female",25000,1.08,27000,"Yes","I did not graduate with a degree in education and had 0 formal work experience (my public speaking gigs after college were counted as experience, surprisingly) so part of my job contract is to earn my teaching license before my probationary period ends (3 years)"
2018,"Non-Profit Organization","Other universities","Female",25000,1.136,28400,"No",""
2012,"Business Process Outsourcing","Polytechnic University of the Philippines - Manila","Male",22000,1.3014,28630.8,"No",""
2020,"Retail","University of the Philippines - Diliman","Male",25000,1.053,26325,"No","I was in my 2nd year college when i had my first job"
2020,"Transportation","University of Santos Tomas","Male",28000,1.053,29484,"Yes","I tried to negotiate, but it's the highest they can give. My company is the Top 1 shipping company globally; kinda low compensation. "
2020,"Business Process Outsourcing","Other universities","Female",15000,1.053,15795,"Yes",""
2014,"Retail","University of the Philippines - Los Baños","Female",16000,1.234,19744,"No",""
2017,"Finance","Polytechnic University of the Philippines - Manila","Female",18000,1.168,21024,"No",""
2019,"Business Process Outsourcing","UP System University","Female",15000,1.08,16200,"No",""
2019,"Business Process Outsourcing","Other universities","Female",23000,1.08,24840,"No","Pay is higher than average for a non-voice CSR (email only) job. 25k/mo once you get regularized + performance bonuses."
2020,"Arts and Design","Other universities","Female",17000,1.053,17901,"Yes",""
2011,"Manufacturing","Ateneo de Manila University","Female",45000,1.365,61425,"No",""
2018,"Research","University of the Philippines - Los Baños","Male",28000,1.136,31808,"No","Project-based, job order, no benefits, delayed salary. The project was implemented under a government agency and there's a slight increase in salary (about 5%) per year."
2016,"Accounting","Other universities","Male",16000,1.183,18928,"No",""
2017,"Food","University of the Philippines - Diliman","Female",12000,1.168,14016,"No",""
2021,"Finance","Ateneo de Manila University","Male",45000,1.026,46170,"No","MT Program"
2018,"Law","Ateneo System University","Female",37000,1.136,42032,"No","Upon passing the Bar, the salary increases, and there is a yearly increase. "
2018,"Research","Polytechnic University of the Philippines - Manila","Male",20000,1.136,22720,"Yes",""
2019,"Arts and Design","Ateneo de Manila University","Female",20000,1.08,21600,"Yes","I tried to negotiate a higher salary after receiving the initial offer but my boss only replied ""it would be unfair to the rest of the team if I gave you a higher starting salary"" "
2019,"Business Process Outsourcing","Other universities","Female",26600,1.08,28728,"No","The company I work for provides integrated healthcare services and products. "
2020,"Accounting","University of Santos Tomas","Male",17500,1.053,18427.5,"No","Base pay only. It excludes Monthly rice and communication subsidy."
2016,"Construction and Engineering","University of the Philippines - Diliman","Female",21000,1.183,24843,"No",""
